time,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_on_display_area,right_gaze_point_validity,left_pupil_diameter,left_pupil_validity,right_pupil_diameter,right_pupil_validity,fixation_center,eye_state
1.6602013111114502,"(0.6115463376045227, 0.6178691387176514)",1,"(0.600576639175415, 0.6114814281463623)",1,3.6067047119140634,1,3.1248779296875,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.6695590019226074,"(0.6001974940299988, 0.618732750415802)",1,"(0.599705696105957, 0.6116517782211304)",1,3.623443603515625,1,3.126068115234375,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.6866412162780762,"(0.5995925068855286, 0.6118921041488647)",1,"(0.60319584608078, 0.6029983758926392)",1,3.6212005615234375,1,3.1094970703125,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.7029380798339844,"(0.6037848591804504, 0.6145153641700745)",1,"(0.608778178691864, 0.606272280216217)",1,3.653121948242188,1,3.1493377685546875,1,"(None, None)",Saccade
1.7273037433624268,"(0.7549067139625549, 0.6033111810684204)",1,"(0.7655094265937805, 0.5953961610794067)",1,3.67523193359375,1,3.1538848876953125,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.7427830696105957,"(0.7629709839820862, 0.5882436037063599)",1,"(0.7660694718360901, 0.6031699776649475)",1,3.674285888671875,1,3.1671600341796875,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.7602803707122805,"(0.7680993676185608, 0.5920864343643188)",1,"(0.7704069018363953, 0.5978983640670776)",1,3.7087249755859375,1,3.173324584960937,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.7696843147277832,"(0.7701936960220337, 0.5901305675506592)",1,"(0.7681673169136047, 0.5936058759689331)",1,3.71405029296875,1,3.173675537109375,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.7939305305480957,"(0.7722238302230835, 0.5786297917366028)",1,"(0.7662145495414734, 0.5989150404930115)",1,3.702911376953125,1,3.1988067626953125,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.8105792999267576,"(0.7723075747489929, 0.5768641829490662)",1,"(0.7677928805351257, 0.5994728803634644)",1,3.714920043945313,1,3.206649780273437,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.8271427154541016,"(0.7713072299957275, 0.5808173418045044)",1,"(0.7655314207077026, 0.5950345993041992)",1,3.728958129882813,1,3.213104248046875,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.84282660484314,"(0.769602358341217, 0.5830086469650269)",1,"(0.7628125548362732, 0.5901564955711365)",1,3.734771728515625,1,3.2076416015625,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.8605902194976809,"(0.7687614560127258, 0.5850303769111633)",1,"(0.7594442367553711, 0.5958585739135742)",1,3.7415924072265625,1,3.231536865234375,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.8773772716522217,"(0.7691490054130554, 0.58473140001297)",1,"(0.7601444721221924, 0.600566565990448)",1,3.745071411132813,1,3.2476348876953125,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.8939146995544436,"(0.7669990658760071, 0.5781083703041077)",1,"(0.7633225917816162, 0.5942233800888062)",1,3.7426910400390634,1,3.227279663085937,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.910536289215088,"(0.7667326927185059, 0.5748925805091858)",1,"(0.76130211353302, 0.595474123954773)",1,3.7441253662109375,1,3.234710693359375,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.92729926109314,"(0.7683738470077515, 0.5777029395103455)",1,"(0.76192706823349, 0.5960902571678162)",1,3.752243041992188,1,3.24005126953125,1,"(0.767817524763254, 0.5841198013379023)",Fixation
1.9365332126617432,"(0.7791428565979004, 0.5692143440246582)",1,"(0.7758035659790039, 0.5801876783370972)",1,3.754913330078125,1,3.250228881835937,1,"(None, None)",Saccade
1.952739715576172,"(0.8037671446800232, 0.5348086357116699)",1,"(0.8032760620117188, 0.5380672216415405)",1,3.740921020507813,1,3.2523193359375,1,"(None, None)",Saccade
1.9761724472045896,"(0.8316317796707153, 0.4878968894481659)",1,"(0.8434422016143799, 0.4618300199508667)",1,3.738311767578125,1,3.261138916015625,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
1.9939172267913816,"(0.8457170724868774, 0.4647616744041443)",1,"(0.8479726910591125, 0.4487706422805786)",1,3.7341461181640634,1,3.2377471923828125,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.0095536708831787,"(0.8414798378944397, 0.4671214520931244)",1,"(0.8481142520904541, 0.4493914246559143)",1,3.716018676757813,1,3.2160186767578125,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.0272912979125977,"(0.8386289477348328, 0.47317326068878174)",1,"(0.8475404381752014, 0.4496634602546692)",1,3.6990814208984375,1,3.2212677001953125,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.042876005172729,"(0.8368937969207764, 0.4778198003768921)",1,"(0.8499581217765808, 0.4473029375076294)",1,3.679977416992188,1,3.2129058837890625,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.0606849193573,"(0.8353874683380127, 0.48345431685447693)",1,"(0.8492186069488525, 0.4520881772041321)",1,3.657302856445313,1,3.189849853515625,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.076140880584717,"(0.8337870240211487, 0.4882548153400421)",1,"(0.8478568196296692, 0.45282870531082153)",1,3.637054443359375,1,3.1678619384765625,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.093884229660034,"(0.8325826525688171, 0.47940927743911743)",1,"(0.8478160500526428, 0.4552656412124634)",1,3.6297454833984375,1,3.1666717529296875,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.1105260848999023,"(0.8315962553024292, 0.4787617325782776)",1,"(0.845790445804596, 0.4540991187095642)",1,3.6154632568359375,1,3.146728515625,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.1269848346710205,"(0.828714907169342, 0.4813791513442993)",1,"(0.8426656126976013, 0.4510940909385681)",1,3.601669311523437,1,3.123779296875,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.142812967300415,"(0.8273792862892151, 0.4831226170063019)",1,"(0.8417446613311768, 0.45807895064353943)",1,3.5796356201171875,1,3.108871459960937,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.1605663299560547,"(0.8276486992835999, 0.48302212357521057)",1,"(0.8424616456031799, 0.463599294424057)",1,3.554412841796875,1,3.1092681884765625,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.176222801208496,"(0.8269587159156799, 0.4819445013999939)",1,"(0.8394556045532227, 0.4654368758201599)",1,3.545135498046875,1,3.0972900390625,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.1936068534851074,"(0.8313244581222534, 0.47864165902137756)",1,"(0.8396859169006348, 0.46613672375679016)",1,3.523101806640625,1,3.079193115234375,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.2094860076904297,"(0.8330250978469849, 0.479776531457901)",1,"(0.8394318222999573, 0.4626915752887726)",1,3.502716064453125,1,3.0729217529296875,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.2174510955810547,"(0.8314040303230286, 0.48790812492370605)",1,"(0.839047908782959, 0.4660274386405945)",1,3.4925689697265625,1,3.0726318359375,1,"(0.8333850018680096, 0.4797779954969883)",Fixation
2.2428762912750244,"(0.8430505394935608, 0.479565292596817)",1,"(0.8324823975563049, 0.48835453391075134)",1,3.4909820556640625,1,3.0699005126953125,1,"(None, None)",Saccade
2.25968337059021,"(0.8685267567634583, 0.47054973244667053)",1,"(0.8935496211051941, 0.4415507912635803)",1,3.472259521484375,1,3.024566650390625,1,"(0.8782097651408269, 0.46705394295545727)",Fixation
